|text|rt_count|tweet_datetime
5182|@arcticmdepre: WHERE ARE YOU NOWWWWWWWWW|8|Tue Feb 16 03:17:44 +0000 2016
5183|Lol so perfect for you @rebeldiamond18 haha https://t.co/JyVBRTh6iJ|0|Tue Feb 16 03:17:44 +0000 2016
5184|"@historicalfaves: Lise Meitner || 1878-1968 Nuclear physicist, discovered nuclear fission, robbed of Nobel prize. https://t.co/GZQlbEKhMg"|8|Tue Feb 16 03:17:44 +0000 2016
5185|HE DID SO FUCKINGG WELL I COULDNT BE MORE PROUD|0|Tue Feb 16 03:17:44 +0000 2016
5186|@GingaSav: There literally a party in the DMS                 |2|Tue Feb 16 03:17:44 +0000 2016
5187|ugh @ sam smith being described as an oscar nominee i mean i know it's technically accurate but UGH|0|Tue Feb 16 03:17:44 +0000 2016
5188|Remember when Justin opened up for Taylor at Gillette for the Fearless Tour lol|0|Tue Feb 16 03:17:44 +0000 2016
5189|#GRAMMYs @justinbieber performance is just the best no matter what|0|Tue Feb 16 03:17:44 +0000 2016
5190|I'm about to puke...|0|Tue Feb 16 03:17:44 +0000 2016
5191|@TWCapo: Idk why people STILL hate on JB.|1|Tue Feb 16 03:17:44 +0000 2016
5192|LOOK HOW MUCH WEIGHT HE'S LOST JBBAHSAJAN|0|Tue Feb 16 03:17:44 +0000 2016
5193|They just showed how not to perform that song|0|Tue Feb 16 03:17:44 +0000 2016
5194|@lydsegan: JUSTIN BIEBER IS MY BABY I LOVE HIM SO MUCH|1|Tue Feb 16 03:17:44 +0000 2016
5195|@GENOC1DERSYO: @ISHlMARU you're lucky it's your birthday|1|Tue Feb 16 03:17:44 +0000 2016
5196|Life is anything but fair and that's the hardest pill to swallow|0|Tue Feb 16 03:17:44 +0000 2016
5197|@brookebonu @elliott488 the sass was too much to not acknowledge|0|Tue Feb 16 03:17:44 +0000 2016
5198|hey skrillex is that u https://t.co/8JueXK2yT9|0|Tue Feb 16 03:17:44 +0000 2016
5199|Uh Sam Smith is that you?|0|Tue Feb 16 03:17:44 +0000 2016
5200|My momma dont like you and she likes everyone ...|0|Tue Feb 16 03:17:44 +0000 2016
5201|Get Weather Updates from The Weather Channel. 22:17:44|0|Tue Feb 16 03:17:44 +0000 2016
5202|@Carledavis1967: MT @bcwilliams92: 3.7 Million Women Entered Poverty Under Obama... #WarOnWomen? https://t.co/49zin78MdA #CruzCrew #PJNET|2|Tue Feb 16 03:17:44 +0000 2016
5203|Jug and finesse now they calling me the lottery .... Yeah I got a check but I ain't up how I suppose to be     |0|Tue Feb 16 03:17:44 +0000 2016
5204|Rise of the Tomb Raider Nabs Coveted Writer&amp;#8217;s Guild Award for Video Game Writing https://t.co/C1lyDE0RYv https://t.co/maf0CDcKfc|0|Tue Feb 16 03:17:44 +0000 2016
5205|can he stay on the stage forever|0|Tue Feb 16 03:17:44 +0000 2016
5208|Justin looked like he was having such a blast|0|Tue Feb 16 03:17:44 +0000 2016
5209|@amberxrenee not true :) #Adele u could pick up speed next album.|0|Tue Feb 16 03:17:44 +0000 2016
5210|@Kiirbyisthename: Santa Cruz is callin my name|6|Tue Feb 16 03:17:44 +0000 2016
5211|@_itz_rick Lmao not really. it's boring playing bo3 by myself tbh But then again I gotta record lmao|0|Tue Feb 16 03:17:44 +0000 2016
5212|@nerwin I haven't heard anything on that. Are they affordable?|0|Tue Feb 16 03:17:44 +0000 2016
5213|Whyyyyyy am I feeling JUSTIN BEIBER SOOOOOOOOOOO DAMN MUCH?!?!?!?!?! #GRAMMYs #CityGRAMMYs|0|Tue Feb 16 03:17:44 +0000 2016
5214|He looks dime now still|0|Tue Feb 16 03:17:44 +0000 2016
5215|@tayyyshayyy @mitch_giliano the door my nigga. She said it, now we gotta do it|0|Tue Feb 16 03:17:44 +0000 2016
5216|Is it hot up in there? Erbody look like they Sweatin! #GRAMMYs|0|Tue Feb 16 03:17:44 +0000 2016
5217|So this is what passes for music entertainment these days?  #Bieber Bring on Alice Cooper!!|0|Tue Feb 16 03:17:44 +0000 2016
5218|@lovatomycabeyo: Demi took Lionel Richie to church &amp; had him in tears. A real legend praised Demi. I'm so proud #WeAreProudOfYouDemi  ht   |10|Tue Feb 16 03:17:44 +0000 2016
5219|RT_ ALDEN RICHARDS WITH HIS CREW FOR A NEW ENDORSEMENT SHOOT! @aldenrichards02   styleListinc #ALDUB7thMonthsary https://t.co/pqVTxPQLH3|0|Tue Feb 16 03:17:44 +0000 2016
5220|@Carleey_Jooo: I'd be perfectly content with watching that performance over and over again for the rest of my life|1|Tue Feb 16 03:17:44 +0000 2016
5221|What's the point of having a clean version of a song if every other word is blocked out|0|Tue Feb 16 03:17:44 +0000 2016
5222|hmm....are the grammys in new york?|0|Tue Feb 16 03:17:44 +0000 2016
5223|She'll never love you like I can|0|Tue Feb 16 03:17:44 +0000 2016
5224|Damn me and @justinbieber are the same age but he's up there living his dream and I'm here watching him|0|Tue Feb 16 03:17:44 +0000 2016
5225|@mlp_ColeAndCail @BlastReacts98 @EQG_Jared *almost grabs it but the batpony amulet takes control and bones start flying around|0|Tue Feb 16 03:17:44 +0000 2016
5226|The greatest Victory Laps in all of @WWE History #socialoutcasts #RAW|0|Tue Feb 16 03:17:44 +0000 2016
5227|TAKE A MOMENT AND LET THIS BRIGHTEN YOUR DAY          https://t.co/AcPHxHBZaF|0|Tue Feb 16 03:17:44 +0000 2016
5228|I don't get when people go back to someone they didn't even like or someone that hurt them. You bored or somethin??? People aren't hobbies|0|Tue Feb 16 03:17:44 +0000 2016
5229|"Please someone anyone make this Bieber performance into a ""shreds"" video #grammys"|0|Tue Feb 16 03:17:44 +0000 2016
5230|Biebs ran all the way to another stage to make it for where r u now and couldnt sing cuz he was out of breath whose ur choreographer?|0|Tue Feb 16 03:17:44 +0000 2016
5231|Truest thing I've read          https://t.co/3IJxRhp5I6|0|Tue Feb 16 03:17:44 +0000 2016
5232|@DjAustin__: University Of Georgia https://t.co/ky7uPPpita|1|Tue Feb 16 03:17:44 +0000 2016
5233|i'm so proud of you @justinbieber|0|Tue Feb 16 03:17:44 +0000 2016
5234|"""I'm so fucking cool oh my god"""|0|Tue Feb 16 03:17:44 +0000 2016
5235|@PeachyPoison: I'm a nice person, you cunt.|5|Tue Feb 16 03:17:44 +0000 2016
5236|@iiiisabelGee I'm not saying names|0|Tue Feb 16 03:17:44 +0000 2016
5237|SDKFLDKFIRJNDLDLD LOVE U MORE &amp; U R MY LIFe https://t.co/VUrYwSlUL5|0|Tue Feb 16 03:17:44 +0000 2016
5238|Keep it      at https://t.co/xlbJk80ihi              https://t.co/h3xkrfMmel|0|Tue Feb 16 03:17:47 +0000 2016
5239|@TemjenAo he is already khaki just size has to be reduced as per mindset @kavita_krishnan @BhimBassi @saileenasarkar|0|Tue Feb 16 03:17:47 +0000 2016
5240|     RT @TheOnlyReed: Keep your music link my nigga|0|Tue Feb 16 03:17:47 +0000 2016
5241|@Nikchick Really? I'm going to go edit them right now.;-)|0|Tue Feb 16 03:17:47 +0000 2016
5242|Look at my friend Sam|0|Tue Feb 16 03:17:47 +0000 2016
5243|@alivedinah: my mama don't like you and she likes everyone|4|Tue Feb 16 03:17:47 +0000 2016
5244|Purpose made me like Justin beiber.|0|Tue Feb 16 03:17:47 +0000 2016
5245|@andweeahh: I need sushi since yesterday     |1|Tue Feb 16 03:17:47 +0000 2016
5246|@MsLunarGoddess I only know like 5 songs from them ;- ;|0|Tue Feb 16 03:17:47 +0000 2016
5247|Skrillex my friend, u R the mannnn #GRAMMYs|0|Tue Feb 16 03:17:47 +0000 2016
5248|@the_andrewblake nope. Worst. Audio. Ever.|0|Tue Feb 16 03:17:47 +0000 2016
5249|@TrizzeTrell: Justin Beiber is dope     |3|Tue Feb 16 03:17:46 +0000 2016
5250|really wanna go see the biebs in concert!|0|Tue Feb 16 03:17:46 +0000 2016
5251|@Ricky_Vaughn99: Every Morning Consult crosstab shows Trump up big with vets and military families. Do your research. Nauseating neocon.   |7|Tue Feb 16 03:17:46 +0000 2016
5252|You too wild, you too wild|0|Tue Feb 16 03:17:46 +0000 2016
5253|@goldenmmrs im back now so u dont need to cry anymore ok lots of hugs|0|Tue Feb 16 03:17:46 +0000 2016
5254|@AlliszonW: @katiexx319 I'm so proud to be in your twitpic                         https://t.co/qJnE1Gbl91|2|Tue Feb 16 03:17:46 +0000 2016
5255|Eh not impressed by jack u and bieber.|0|Tue Feb 16 03:17:46 +0000 2016
5256|I   m ready to engage with my 1 new follower in the past day. I know them via https://t.co/Cq3KYOtg9o|0|Tue Feb 16 03:17:46 +0000 2016
5257|Debating whether I like Black Beiber or White Beiber??? #GRAMMYS|0|Tue Feb 16 03:17:46 +0000 2016
5258|@LightsPlease___: What does this even mean? https://t.co/lrYWcVO8VB|2|Tue Feb 16 03:17:46 +0000 2016
5259|@NewYorkSass_: YAS BIEBS     |1|Tue Feb 16 03:17:46 +0000 2016
5260|Justin bieber is so hot damn on the grammy's omg         i love u justin @justinbieber|0|Tue Feb 16 03:17:46 +0000 2016
5261|@alexistere *takes a sip of whiskey*|0|Tue Feb 16 03:17:46 +0000 2016
5262|They gon say you dissing cause you pointing out the flaws in his stuff  https://t.co/8E9g1ME49J|0|Tue Feb 16 03:17:46 +0000 2016
5263|@corinnemarcial I hate you|0|Tue Feb 16 03:17:46 +0000 2016
5264|Santa Clara wins the Faceoff|0|Tue Feb 16 03:17:46 +0000 2016
5265|@cbsChris I'm doing very badly. I'm kind of scared to see that particular one too. I don't like gory violence.|0|Tue Feb 16 03:17:46 +0000 2016
5266|Those were the days man  https://t.co/O116PhEO5C|0|Tue Feb 16 03:17:46 +0000 2016
5267|"@MadMonsterMag: Tom Savini's gunnin' for you in the ""Sex Machine"" Photo Op! Hardcopy &amp; digital copy included! @FMoF @THETomSavini https:   "|8|Tue Feb 16 03:17:46 +0000 2016
5268|Okay we DO need a better harness for our dog, but she doesn't need Attack on Titan gear, damn https://t.co/dMagWF2WOB|0|Tue Feb 16 03:17:46 +0000 2016
5269|@jcorrado19: Bieber is the kid who works in the kitchen at Friendly's and every time you're there he's out back smoking  #Grammys2016|2|Tue Feb 16 03:17:46 +0000 2016
5270|@RichPurelyRich: When was the last time you laughed to your heart's content?|2|Tue Feb 16 03:17:46 +0000 2016
5271|     I'm in tears guys I love her so much  https://t.co/VBHB1ZT4Xl|0|Tue Feb 16 03:17:46 +0000 2016
5272|snatched is not the word|0|Tue Feb 16 03:17:46 +0000 2016
5273|When I have kids one day I can't wait to raise them to be the most beautiful, loving, genuine little nuggets ever|0|Tue Feb 16 03:17:46 +0000 2016
5274|@delsannio @ReidDoss @hansthecat oh believe me I'd love to but sitting on a plane in a weather ground stop at ATL. hey this plane guy sucks!|0|Tue Feb 16 03:17:46 +0000 2016
5275|@justinbieber just #slayed the Grammy's!|0|Tue Feb 16 03:17:46 +0000 2016
5276|"@cassidoe thats a ""i know u been thinkin bout got ever since i started watchin and now ur twitter reflects it, hell yes"""|0|Tue Feb 16 03:17:46 +0000 2016
5277|@Arn1ka: MY HEART HURTS https://t.co/oGb4IPJdOg|2|Tue Feb 16 03:17:46 +0000 2016
5278|I liked a @YouTube video from @redreserve https://t.co/UKf0WjnCWA Red vs. FaZe #2 ft. Red Sausa (3 CRAZY TRICKSHOTS ON NEW MAPS!)|0|Tue Feb 16 03:17:46 +0000 2016
5279|Get Weather Updates from The Weather Channel. 22:17:46|0|Tue Feb 16 03:17:46 +0000 2016
5280|@MisterMinor: If you have not read @sabaatahir's #AnEmberInTheAshes, please go get a late pass. Now. Word to @PenguinTeen. https://t.co/   |1|Tue Feb 16 03:17:46 +0000 2016
5282|This performance is bad like Bieber I was expecting more fr|0|Tue Feb 16 03:17:46 +0000 2016
5283|ME RIGHT NOW https://t.co/DY01xYhOLl|0|Tue Feb 16 03:17:46 +0000 2016
5284|I am 100% NOT sorry.|0|Tue Feb 16 03:17:46 +0000 2016
5285|Babe, I Love You.     |0|Tue Feb 16 03:17:46 +0000 2016
5286|Hey sometimes the rolling stones have to perform after jimi hendrix|0|Tue Feb 16 03:17:46 +0000 2016
5287|Tired, cranky, stressed, bloated, and all the above. I love being a girl     |0|Tue Feb 16 03:17:46 +0000 2016
5288|@NathalieMunozx3: Quiet please bae is performing @justinbieber @diplo #GRAMMYs|1|Tue Feb 16 03:17:46 +0000 2016
5289|I'm a Belieber            #JB #GRAMMYs|0|Tue Feb 16 03:17:46 +0000 2016
5290|@CueGotJuice: you wild bruh      https://t.co/0ps9Qk1O3H|1|Tue Feb 16 03:17:46 +0000 2016
5291|@Mermaz: Is Bieber trying to look like @Nero with that blond hair? It's not working.|6|Tue Feb 16 03:18:39 +0000 2016
5292|@macimanuel_: okay I'm officially not watching the Grammys anymore goodbye|1|Tue Feb 16 03:18:39 +0000 2016
5293|At this point in life I'm ready to send a random boy a relationship request on facebook|0|Tue Feb 16 03:18:39 +0000 2016
5294|@ToddOlason: What the hell is going on? https://t.co/lA6DIbwhSy|1|Tue Feb 16 03:18:39 +0000 2016
5295|@cstapletonphd: REGAIN! Listen and learn! https://t.co/RIefCL5ih9     #WLS #weightloss #weightlossjourney https://t.co/u4WtNVPzZp|1|Tue Feb 16 03:18:39 +0000 2016
5296|she doesn't deserve that lol|0|Tue Feb 16 03:18:39 +0000 2016
5297|I'm speechless #GRAMMYs|3|Tue Feb 16 03:18:39 +0000 2016
5298|I'm in shock|0|Tue Feb 16 03:18:39 +0000 2016
5299|OMG this is the worst Grammys ever, I am SO irritated.|0|Tue Feb 16 03:18:39 +0000 2016
5300|Sam Smith is a testament to what the wonders of cocaine can do to the human body. #GRAMMYs|0|Tue Feb 16 03:18:39 +0000 2016
5301|"@across9696: ""When you're accustomed to privilege, equality feels like oppression."""|3|Tue Feb 16 03:18:39 +0000 2016
5302|@Alex_Romerooooo dumbass I could've taken your shift|0|Tue Feb 16 03:18:39 +0000 2016
5303|@Vdw__  I know :(|0|Tue Feb 16 03:18:39 +0000 2016
5304|@ZaQ5322: Shouldn't Ryder be a deity for these guys?|2|Tue Feb 16 03:18:39 +0000 2016
5305|@greenbaestyles: WHAT THE FUCK???? WHAT THE FUCK??? MEGHAN WINS BUT NOT TORI OR JAMES????|1|Tue Feb 16 03:18:39 +0000 2016
5306|Sam Smith devolved into a generic British  guy. Is it because Adele came back and they can't exist on the same physical plane for long?|0|Tue Feb 16 03:18:39 +0000 2016
5307|All these L's I Been taking Lately Something Great Gotta Come out     |0|Tue Feb 16 03:18:39 +0000 2016
5308|BUT TORI KELLY HAVE U NOT EVER HEARD TORI KELLY SING EVER|0|Tue Feb 16 03:18:39 +0000 2016
5309|I posted a new photo to Facebook https://t.co/WYZK2sT7S0|0|Tue Feb 16 03:18:39 +0000 2016
5310|Now I really want a customized Hummer w/ shoes that match. And some cucumber water. #BetterCallSaul|0|Tue Feb 16 03:18:39 +0000 2016
5311|Not sure what I did, but alright I guess.|0|Tue Feb 16 03:18:39 +0000 2016
5312|Omg I feeling Megan hair #GRAMMYs|0|Tue Feb 16 03:18:39 +0000 2016
5313|@labill_7: @_latudda @totoutthe7 @iimkayla_  its like that!        |1|Tue Feb 16 03:18:39 +0000 2016
5314|Meghan you donf look good|0|Tue Feb 16 03:18:39 +0000 2016
5315|@adolfswift: WHAT|2|Tue Feb 16 03:18:39 +0000 2016
5316|I knew she was gone win         |0|Tue Feb 16 03:18:39 +0000 2016
5317|ok i just turned off my tv|0|Tue Feb 16 03:18:39 +0000 2016
5318|love you Sam, but I think you meant the OTHER Sam|0|Tue Feb 16 03:18:39 +0000 2016
5319|@WheelerWalkerJr: Walked in on my uncle wacking off once. This Bieber/Skrillex/Diplo performance is more traumatizing. #GRAMMYs|8|Tue Feb 16 03:18:39 +0000 2016
5320|Ok but Courtney Barnett is still better than 90% of the musicians sitting at the Grammys right now|0|Tue Feb 16 03:18:39 +0000 2016
5321|@KantoCastBlue: LIVE on #Periscope: Kanto Classic  https://t.co/9ScL7FjxXJ|2|Tue Feb 16 03:18:39 +0000 2016
5322|@strombo Not watching the #GRAMMYs ? Thought you were a music man. #HockeyFirst|0|Tue Feb 16 03:18:39 +0000 2016
5323|Congrats to @Meghan_Trainor! Rumor has it she may be coming to #memphis for our music fest in May. Would be a great headliner! #GRAMMYs|0|Tue Feb 16 03:18:39 +0000 2016
5324|@W_Justin1: Welcome to the fam Opal              https://t.co/5D9EX20c51|2|Tue Feb 16 03:18:39 +0000 2016
5325|@c00lcvntt: Touchy girls are my favorite|6|Tue Feb 16 03:18:39 +0000 2016
5326|Been saying it for the last 2 or 3 years; Tori Kelly is going to be a name that everybody knows. Such a talent. (And she's stupidly pretty)|0|Tue Feb 16 03:18:39 +0000 2016
5327|BOIIIIIIIII SHUT THE HELL UP https://t.co/LJ2SwjH3fQ|0|Tue Feb 16 03:18:39 +0000 2016
5328|@Sambamxoxox: Tori or James pls|1|Tue Feb 16 03:18:39 +0000 2016
5329|That's about how many I want though...|0|Tue Feb 16 03:18:39 +0000 2016
5330|No surprise for you.|0|Tue Feb 16 03:18:39 +0000 2016
5331|FUCK THAT YOURE NOT A NEW ARTIST|0|Tue Feb 16 03:18:39 +0000 2016
5332|so we're going to act like Justin's vocals weren't just all over the damn place. ok|0|Tue Feb 16 03:18:39 +0000 2016
5333|@eissv_ why am i laughing i should be nervous|0|Tue Feb 16 03:18:39 +0000 2016
5334|@margie09412212: Uka ukaa Jesus we waiting on you....102.3  listening.good morning @JalangoMwenyewe @alexmwakindeu @MaishaAsubuhi #alexn   |2|Tue Feb 16 03:18:39 +0000 2016
5335|I liked a @YouTube video from @omgitsalia https://t.co/FP7Qeykz8L I WANT TO SAY SOMETHING...|0|Tue Feb 16 03:18:39 +0000 2016
5336|Are you kidding me? Fetty Wap didn't get a nomination for best new artist?|0|Tue Feb 16 03:18:39 +0000 2016
5337|Tori kelly should have won the aqrd jjewlsosjnd|0|Tue Feb 16 03:18:39 +0000 2016
5338|@__erika11 you know your going|0|Tue Feb 16 03:18:39 +0000 2016
5339|Who are you???? https://t.co/TaFEvV3b0i|0|Tue Feb 16 03:18:39 +0000 2016
5340|@NoniAlda: Love them       @syifakhlfh @isma_indah @nopirhwt @dwirahmah97 https://t.co/1sOaqzDNLr|3|Tue Feb 16 03:18:39 +0000 2016
5341|Meghan Trainor's soundtrack for Target won a Grammy! Good for you, girl!|0|Tue Feb 16 03:18:39 +0000 2016
5342|safe to say I'm the only person who doesn't like Meghan trainor lmao|0|Tue Feb 16 03:18:39 +0000 2016
5343|@withHlM: I was so scared it'll be all mushy mushy with all those balloon teasers bUT THIS|6|Tue Feb 16 03:18:39 +0000 2016
5344|@adamtodbrown him and the beebs look like a pedophiles wet dream|0|Tue Feb 16 03:18:39 +0000 2016
5345|My momma don't like you and she likes everyone|0|Tue Feb 16 03:18:39 +0000 2016
5346|how the fuck did she win a grammy|0|Tue Feb 16 03:18:39 +0000 2016
5347|I'm killing myself|0|Tue Feb 16 03:18:39 +0000 2016
5348|@meijins: tobio reacting to other setters doing amazing things is so cute :'') he gets so !!! when it comes to setting https://t.co/uInK   |5|Tue Feb 16 03:18:39 +0000 2016
5349|ARE YOU KIDDING ME|0|Tue Feb 16 03:18:39 +0000 2016
5350|@Duh_Chuskies But it would be a 1 year deal for around $17 million, right? If he's a bust we move on. If not, lock him up next year.|0|Tue Feb 16 03:18:39 +0000 2016
5351|@Chavez__4: Fuck, I'm exhausted|1|Tue Feb 16 03:18:39 +0000 2016
5352|   And the Grammy goes to    Meghan Trainor    https://t.co/YVtfMKFv1e|0|Tue Feb 16 03:18:39 +0000 2016
5353|This not being able to sleep at night is getting real old|0|Tue Feb 16 03:18:39 +0000 2016
5354|@MJTesfaye: This is why MJ fans don't like us  https://t.co/on24TkZgfJ|8|Tue Feb 16 03:18:40 +0000 2016
5355|Who the fuck vote for that?!! man seriously! #GRAMMYs|1|Tue Feb 16 03:18:40 +0000 2016
5356|Good for you meghan|0|Tue Feb 16 03:18:40 +0000 2016
5357|@MelissaG_123: HIGHKEY JUST WANT TO EXPERIENCE JUSTIN BIEBER LIVE OMG     #Grammys|2|Tue Feb 16 03:18:40 +0000 2016
5358|I can't believe that my DVR has been broken the past two days and I can't watch the bachelor until tomorrow                         |0|Tue Feb 16 03:18:40 +0000 2016
5359|@manishjha4u: #PatialaHouse his name is Vikram Singh Chauhan lead the mob, organising it since morning @mediacrooks @Rohinisgh https://t   |2|Tue Feb 16 03:18:40 +0000 2016
5360|this bitch makes me so mad|0|Tue Feb 16 03:18:40 +0000 2016
5361|@HonestyG_: And the humble ppl don't do the most to be seen. Chilling definitely get you attention...... more attention than anything el   |5|Tue Feb 16 03:18:40 +0000 2016
5362|@jaydajustine_: When jez showed me that stupid video  https://t.co/rknNJqJxus|1|Tue Feb 16 03:18:40 +0000 2016
5363|@Johno_37 that was the problem. I'm a massive bobby pin in the shower man|0|Tue Feb 16 03:18:40 +0000 2016
5364|No matter what anyone says, @leonbridges Coming Home was the R&amp;B album of the year for me.|0|Tue Feb 16 03:18:40 +0000 2016
5365|This is a joke..|0|Tue Feb 16 03:18:40 +0000 2016
5366|I was pullin for you @JamesBayMusic|0|Tue Feb 16 03:18:40 +0000 2016
5367|@esquire: I don't know how, but Sam Smith manages to look like Boy George, George Michael and Annie Lennox all at once.|10|Tue Feb 16 03:18:40 +0000 2016
5368|Just posted a photo https://t.co/CILINQMNbd|0|Tue Feb 16 03:18:40 +0000 2016
5369|and the Grammy for best old artist goes to meghan trainor.|0|Tue Feb 16 03:18:40 +0000 2016
5370|I knew it. But a girl can dream, right? #JamesBayIsBae|0|Tue Feb 16 03:18:40 +0000 2016
5371|Sam Smith lookin oh so svelte, sharp &amp; handsome      #GRAMMYs|0|Tue Feb 16 03:18:40 +0000 2016
5372|@x0karlax: Meghan Trainor is another dramatic bitch|1|Tue Feb 16 03:18:40 +0000 2016
5373|@doIansbaby: I MISSED MIKEY IN THE GC KMS @mikeybarone https://t.co/UKjsQxJUXi|3|Tue Feb 16 03:18:40 +0000 2016
5374|@ericktumang @SWCT_info If there's no new card announced or in the gallery- lapse of judgment. I agree, you can't assume anything w/ #SWCT|0|Tue Feb 16 03:18:40 +0000 2016
5375|@BlakeMinto1: Justin Bieber has come such a long way  He's a prime example that you should never give up on someone.|9|Tue Feb 16 03:18:40 +0000 2016
5376|Great story for Meghan.|0|Tue Feb 16 03:18:40 +0000 2016
5377|@thejeffrobinson: Adele monitor must be out because she's hitting a few flat notes so I'm guessing she can't hear herself. #Grammys2016|7|Tue Feb 16 03:18:40 +0000 2016
5378|@EKCroffie: WHAT?!?!|1|Tue Feb 16 03:18:40 +0000 2016
5379|I'm happy for her but James should've won idk|0|Tue Feb 16 03:18:40 +0000 2016
5380|@Kmagura @boblambert90 Bobby is the man!|0|Tue Feb 16 03:18:40 +0000 2016
5381|Meaghan Trainor is actually the worst she's sexist as hell are you kidding me|0|Tue Feb 16 03:18:40 +0000 2016
5382|Whole time Justin was doing him he was looking for Selena|0|Tue Feb 16 03:18:40 +0000 2016
5383|Democrats, like spoiled brats, whine when they don't just get their way  #copolitics #pjnet #SCOTUS  https://t.co/UMWVJhJu5C|0|Tue Feb 16 03:18:40 +0000 2016
5384|Honest to god I don't really give a fjck about much other then the motherfuckers that's close to me|0|Tue Feb 16 03:18:40 +0000 2016
5385|@adidaslwts: What the fuck she doesn't deserve to win|2|Tue Feb 16 03:18:40 +0000 2016
5386|When they think they can handle Lady Gully w/ @GULLYTIME      #SORRY @justinbieber  S... (Vine by @realLadyGully) https://t.co/ibD2Itx0I7|0|Tue Feb 16 03:18:40 +0000 2016
5387|At the gym and thinking with my dick comes on and all I can think about was 2 summers ago lmao yikes|0|Tue Feb 16 03:18:40 +0000 2016
5388|@ahyokah: she beat tori kelley what the heck|2|Tue Feb 16 03:18:40 +0000 2016
5389|@raeshulman yeah let me just use my ass to do that|0|Tue Feb 16 03:18:40 +0000 2016
5390|@Wolfandfoxfan aw so u looking for something too snack on..like sweets?|0|Tue Feb 16 03:18:40 +0000 2016
5391|Jaylon just blessed my life with this pizza he ordered for me         |0|Tue Feb 16 03:18:40 +0000 2016
5392|Megan Trainor been out for like 3 yrs already.....really like her though|0|Tue Feb 16 03:18:40 +0000 2016
5393|@Gervasi_29: Personally, I think Kendrick Lamar sucks.|4|Tue Feb 16 03:18:40 +0000 2016
5394|@TheGhost_Casper @_TheWeatherMan you gmfu|0|Tue Feb 16 03:18:40 +0000 2016
5395|Okay @TheGRAMMYs I'm done with your ass. You can't get your mics right and now you're gonna give this body shaming moron an award? Nah.|0|Tue Feb 16 03:18:40 +0000 2016
5396|He didn't kill that like I thought he would...&amp; I rock with Bieber heavy!|0|Tue Feb 16 03:18:40 +0000 2016
5397|That actually pisses me off|1|Tue Feb 16 03:18:40 +0000 2016
5398|@carterreynolds I'm here babe         |0|Tue Feb 16 03:18:40 +0000 2016
5399|@michelleandco7: Working on bracelets.....                                              #etsymntt #Descendants #partyideas #craftshout #epiconetsy #qpq #SNRTG #etsy  htt   |1|Tue Feb 16 03:18:40 +0000 2016
5400|WHY THO I DONT AGREE WITH THIS TORI KELLY SHOULD HAVE WON BYE|0|Tue Feb 16 03:18:40 +0000 2016
5401|My hair is in a messy bun, don't mess with a bitch in a messy bun|0|Tue Feb 16 03:18:40 +0000 2016
5402|@USUsoccer: @jenny_deboer @kohara19 That back heal    |1|Tue Feb 16 03:18:40 +0000 2016
5403|@harrysmanager: if meghan trainor wins a Grammy i will become a louis stan|3|Tue Feb 16 03:18:40 +0000 2016
5404|baby you can have whatever you like|0|Tue Feb 16 03:18:40 +0000 2016
5405|@sofszz: this is humlshit j FUCKIGN hate her|1|Tue Feb 16 03:18:40 +0000 2016
5406|MEGHAN TRAINOR PERFORMED LAST YEAR HOW IS SHE A NEW ARTIST|0|Tue Feb 16 03:18:40 +0000 2016
5407|@CHlPMUNK they do it's called the garbage|0|Tue Feb 16 03:18:40 +0000 2016
5408|Idk why I like this song lmao|0|Tue Feb 16 03:18:40 +0000 2016
5409|@GoneinTwo: The biggest challenge after success is shutting up about it. #VoteKathrynFPP #KCA|9|Tue Feb 16 03:18:40 +0000 2016
5410|Teen girl lolita long hair porn video,h Download: https://t.co/EpAIrswVHj #porno #mesum #lucah #bokep https://t.co/2tbDwZnbBs #bispak|0|Tue Feb 16 03:18:40 +0000 2016
5411|@LesNique_Dx: Man Direct Tv be clutch except when its raining...|2|Tue Feb 16 03:18:40 +0000 2016
5412|@bayleeanneclark: Need more piercings|4|Tue Feb 16 03:18:40 +0000 2016
5413|Meghan Trainor. Get the fuck out of my face.|0|Tue Feb 16 03:18:40 +0000 2016
5414|#GRAMMYs omg @Meghan_Trainor a freaking grammy!|0|Tue Feb 16 03:18:40 +0000 2016
5415|idc what you say justins performance was            |0|Tue Feb 16 03:18:40 +0000 2016
5416|Yo I don't fuck w Meghan trainor not even a little bit fuck that|0|Tue Feb 16 03:18:40 +0000 2016
5417|@browsearch: New Year's Eve rapists WERE refugees: Prosecutor slams reports exonerating migrants as 'total ... https://t.co/pIHX5aixTt|1|Tue Feb 16 03:18:40 +0000 2016
5418|@jeffbullas: 6 Methods to Recycle Blog Posts to Expand Readership https://t.co/oDDiPagBUV  #blogging #contentmarketing https://t.co/yK9Q   |7|Tue Feb 16 03:18:40 +0000 2016
5419|@MirandaMiller RT this if u love me (if this doesn't get RTed I might actually cry)|0|Tue Feb 16 03:18:52 +0000 2016
5420|"@SmileOfFlaws smile appeared on his face "" hey! Dean and I where in town figured we could catch up?"" He said sliding him a drink."|0|Tue Feb 16 03:18:52 +0000 2016
5421|@Just_H0n3st: @Asha_Biggs i didnt say it was about lmaoo i know i dont look like shit like i said im nosey|1|Tue Feb 16 03:18:52 +0000 2016
